"Liga","LeagueId","SeasonId","Round","Date","DateIso","MatchId","Status","HomeTeam","HomeTeamId","AwayTeam","AwayTeamId","Score","HomeSets","AwaySets","Key","RawText"
"1.1","15198","194","1","2026-09-01 19:00","2026-09-01 19:00","","scheduled","Bolek i lolek 🤙","128586","Millennium Siemianowice","130955","","","","15198|194|1|128586|130955|2026-09-01 19:00",""
"1.1","15198","194","1","2026-09-01 19:00","2026-09-01 19:00","","scheduled","DHARMA Initiative","128577","Dano Dream Team","130607","","","","15198|194|1|128577|130607|2026-09-01 19:00",""
"1.1","15198","194","1","2026-09-01 19:00","2026-09-01 19:00","","scheduled","Kuźnia Byków","130744","AKS Volley Łódź","131002","","","","15198|194|1|130744|131002|2026-09-01 19:00",""
"1.1","15198","194","1","2026-09-01 19:00","2026-09-01 19:00","","scheduled","Najlepsi z Najlepszych","130520","Sprzeda Mecz","128663","","","","15198|194|1|130520|128663|2026-09-01 19:00",""
"1.1","15198","194","1","2026-09-01 19:00","2026-09-01 19:00","","scheduled","Pilica Koniecpol","130885","Karasuno","128635","","","","15198|194|1|130885|128635|2026-09-01 19:00",""
"1.1","15198","194","1","2026-09-01 19:00","2026-09-01 19:00","","scheduled","Tsunami Rzeplin","128717","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","","","","15198|194|1|128717|130911|2026-09-01 19:00",""
"1.1","15198","194","1","2026-09-01 19:00","2026-09-01 19:00","","scheduled","VC Kittens","128580","Dzikie Rumaxy","128638","","","","15198|194|1|128580|128638|2026-09-01 19:00",""
"1.1","15198","194","1","2026-09-01 19:00","2026-09-01 19:00","","scheduled","Vikings","128756","RKS","128588","","","","15198|194|1|128756|128588|2026-09-01 19:00",""
"1.1","15198","194","2","2026-09-03 19:00","2026-09-03 19:00","","scheduled","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","VC Kittens","128580","","","","15198|194|2|130911|128580|2026-09-03 19:00",""
"1.1","15198","194","2","2026-09-03 19:00","2026-09-03 19:00","","scheduled","AKS Volley Łódź","131002","Karasuno","128635","","","","15198|194|2|131002|128635|2026-09-03 19:00",""
"1.1","15198","194","2","2026-09-03 19:00","2026-09-03 19:00","","scheduled","Dano Dream Team","130607","Dzikie Rumaxy","128638","","","","15198|194|2|130607|128638|2026-09-03 19:00",""
"1.1","15198","194","2","2026-09-03 19:00","2026-09-03 19:00","","scheduled","DHARMA Initiative","128577","Kuźnia Byków","130744","","","","15198|194|2|128577|130744|2026-09-03 19:00",""
"1.1","15198","194","2","2026-09-03 19:00","2026-09-03 19:00","","scheduled","Millennium Siemianowice","130955","Vikings","128756","","","","15198|194|2|130955|128756|2026-09-03 19:00",""
"1.1","15198","194","2","2026-09-03 19:00","2026-09-03 19:00","","scheduled","Pilica Koniecpol","130885","Bolek i lolek 🤙","128586","","","","15198|194|2|130885|128586|2026-09-03 19:00",""
"1.1","15198","194","2","2026-09-03 19:00","2026-09-03 19:00","","scheduled","RKS","128588","Najlepsi z Najlepszych","130520","","","","15198|194|2|128588|130520|2026-09-03 19:00",""
"1.1","15198","194","2","2026-09-03 19:00","2026-09-03 19:00","","scheduled","Sprzeda Mecz","128663","Tsunami Rzeplin","128717","","","","15198|194|2|128663|128717|2026-09-03 19:00",""
"1.1","15198","194","3","2026-09-05 19:00","2026-09-05 19:00","","scheduled","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","Sprzeda Mecz","128663","","","","15198|194|3|130911|128663|2026-09-05 19:00",""
"1.1","15198","194","3","2026-09-05 19:00","2026-09-05 19:00","","scheduled","Bolek i lolek 🤙","128586","AKS Volley Łódź","131002","","","","15198|194|3|128586|131002|2026-09-05 19:00",""
"1.1","15198","194","3","2026-09-05 19:00","2026-09-05 19:00","","scheduled","Dano Dream Team","130607","VC Kittens","128580","","","","15198|194|3|130607|128580|2026-09-05 19:00",""
"1.1","15198","194","3","2026-09-05 19:00","2026-09-05 19:00","","scheduled","Karasuno","128635","DHARMA Initiative","128577","","","","15198|194|3|128635|128577|2026-09-05 19:00",""
"1.1","15198","194","3","2026-09-05 19:00","2026-09-05 19:00","","scheduled","Kuźnia Byków","130744","Dzikie Rumaxy","128638","","","","15198|194|3|130744|128638|2026-09-05 19:00",""
"1.1","15198","194","3","2026-09-05 19:00","2026-09-05 19:00","","scheduled","Najlepsi z Najlepszych","130520","Millennium Siemianowice","130955","","","","15198|194|3|130520|130955|2026-09-05 19:00",""
"1.1","15198","194","3","2026-09-05 19:00","2026-09-05 19:00","","scheduled","Tsunami Rzeplin","128717","RKS","128588","","","","15198|194|3|128717|128588|2026-09-05 19:00",""
"1.1","15198","194","3","2026-09-05 19:00","2026-09-05 19:00","","scheduled","Vikings","128756","Pilica Koniecpol","130885","","","","15198|194|3|128756|130885|2026-09-05 19:00",""
"1.1","15198","194","4","2026-09-06 19:00","2026-09-06 19:00","","scheduled","AKS Volley Łódź","131002","Vikings","128756","","","","15198|194|4|131002|128756|2026-09-06 19:00",""
"1.1","15198","194","4","2026-09-06 19:00","2026-09-06 19:00","","scheduled","Bolek i lolek 🤙","128586","DHARMA Initiative","128577","","","","15198|194|4|128586|128577|2026-09-06 19:00",""
"1.1","15198","194","4","2026-09-06 19:00","2026-09-06 19:00","","scheduled","Dzikie Rumaxy","128638","Karasuno","128635","","","","15198|194|4|128638|128635|2026-09-06 19:00",""
"1.1","15198","194","4","2026-09-06 19:00","2026-09-06 19:00","","scheduled","Kuźnia Byków","130744","Dano Dream Team","130607","","","","15198|194|4|130744|130607|2026-09-06 19:00",""
"1.1","15198","194","4","2026-09-06 19:00","2026-09-06 19:00","","scheduled","Millennium Siemianowice","130955","Tsunami Rzeplin","128717","","","","15198|194|4|130955|128717|2026-09-06 19:00",""
"1.1","15198","194","4","2026-09-06 19:00","2026-09-06 19:00","","scheduled","Pilica Koniecpol","130885","Najlepsi z Najlepszych","130520","","","","15198|194|4|130885|130520|2026-09-06 19:00",""
"1.1","15198","194","4","2026-09-06 19:00","2026-09-06 19:00","","scheduled","RKS","128588","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","","","","15198|194|4|128588|130911|2026-09-06 19:00",""
"1.1","15198","194","4","2026-09-06 19:00","2026-09-06 19:00","","scheduled","VC Kittens","128580","Sprzeda Mecz","128663","","","","15198|194|4|128580|128663|2026-09-06 19:00",""
"1.1","15198","194","5","2026-09-08 19:00","2026-09-08 19:00","","scheduled","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","Millennium Siemianowice","130955","","","","15198|194|5|130911|130955|2026-09-08 19:00",""
"1.1","15198","194","5","2026-09-08 19:00","2026-09-08 19:00","","scheduled","Bolek i lolek 🤙","128586","Dzikie Rumaxy","128638","","","","15198|194|5|128586|128638|2026-09-08 19:00",""
"1.1","15198","194","5","2026-09-08 19:00","2026-09-08 19:00","","scheduled","Karasuno","128635","Dano Dream Team","130607","","","","15198|194|5|128635|130607|2026-09-08 19:00",""
"1.1","15198","194","5","2026-09-08 19:00","2026-09-08 19:00","","scheduled","Najlepsi z Najlepszych","130520","AKS Volley Łódź","131002","","","","15198|194|5|130520|131002|2026-09-08 19:00",""
"1.1","15198","194","5","2026-09-08 19:00","2026-09-08 19:00","","scheduled","Sprzeda Mecz","128663","RKS","128588","","","","15198|194|5|128663|128588|2026-09-08 19:00",""
"1.1","15198","194","5","2026-09-08 19:00","2026-09-08 19:00","","scheduled","Tsunami Rzeplin","128717","Pilica Koniecpol","130885","","","","15198|194|5|128717|130885|2026-09-08 19:00",""
"1.1","15198","194","5","2026-09-08 19:00","2026-09-08 19:00","","scheduled","VC Kittens","128580","Kuźnia Byków","130744","","","","15198|194|5|128580|130744|2026-09-08 19:00",""
"1.1","15198","194","5","2026-09-08 19:00","2026-09-08 19:00","","scheduled","Vikings","128756","DHARMA Initiative","128577","","","","15198|194|5|128756|128577|2026-09-08 19:00",""
"1.1","15198","194","6","2026-09-10 19:00","2026-09-10 19:00","","scheduled","AKS Volley Łódź","131002","Tsunami Rzeplin","128717","","","","15198|194|6|131002|128717|2026-09-10 19:00",""
"1.1","15198","194","6","2026-09-10 19:00","2026-09-10 19:00","","scheduled","Dano Dream Team","130607","Bolek i lolek 🤙","128586","","","","15198|194|6|130607|128586|2026-09-10 19:00",""
"1.1","15198","194","6","2026-09-10 19:00","2026-09-10 19:00","","scheduled","DHARMA Initiative","128577","Najlepsi z Najlepszych","130520","","","","15198|194|6|128577|130520|2026-09-10 19:00",""
"1.1","15198","194","6","2026-09-10 19:00","2026-09-10 19:00","","scheduled","Dzikie Rumaxy","128638","Vikings","128756","","","","15198|194|6|128638|128756|2026-09-10 19:00",""
"1.1","15198","194","6","2026-09-10 19:00","2026-09-10 19:00","","scheduled","Kuźnia Byków","130744","Karasuno","128635","","","","15198|194|6|130744|128635|2026-09-10 19:00",""
"1.1","15198","194","6","2026-09-10 19:00","2026-09-10 19:00","","scheduled","Millennium Siemianowice","130955","Sprzeda Mecz","128663","","","","15198|194|6|130955|128663|2026-09-10 19:00",""
"1.1","15198","194","6","2026-09-10 19:00","2026-09-10 19:00","","scheduled","Pilica Koniecpol","130885","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","","","","15198|194|6|130885|130911|2026-09-10 19:00",""
"1.1","15198","194","6","2026-09-10 19:00","2026-09-10 19:00","","scheduled","RKS","128588","VC Kittens","128580","","","","15198|194|6|128588|128580|2026-09-10 19:00",""
"1.1","15198","194","7","2026-09-12 19:00","2026-09-12 19:00","","scheduled","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","AKS Volley Łódź","131002","","","","15198|194|7|130911|131002|2026-09-12 19:00",""
"1.1","15198","194","7","2026-09-12 19:00","2026-09-12 19:00","","scheduled","Bolek i lolek 🤙","128586","Kuźnia Byków","130744","","","","15198|194|7|128586|130744|2026-09-12 19:00",""
"1.1","15198","194","7","2026-09-12 19:00","2026-09-12 19:00","","scheduled","Karasuno","128635","VC Kittens","128580","","","","15198|194|7|128635|128580|2026-09-12 19:00",""
"1.1","15198","194","7","2026-09-12 19:00","2026-09-12 19:00","","scheduled","Najlepsi z Najlepszych","130520","Dzikie Rumaxy","128638","","","","15198|194|7|130520|128638|2026-09-12 19:00",""
"1.1","15198","194","7","2026-09-12 19:00","2026-09-12 19:00","","scheduled","RKS","128588","Millennium Siemianowice","130955","","","","15198|194|7|128588|130955|2026-09-12 19:00",""
"1.1","15198","194","7","2026-09-12 19:00","2026-09-12 19:00","","scheduled","Sprzeda Mecz","128663","Pilica Koniecpol","130885","","","","15198|194|7|128663|130885|2026-09-12 19:00",""
"1.1","15198","194","7","2026-09-12 19:00","2026-09-12 19:00","","scheduled","Tsunami Rzeplin","128717","DHARMA Initiative","128577","","","","15198|194|7|128717|128577|2026-09-12 19:00",""
"1.1","15198","194","7","2026-09-12 19:00","2026-09-12 19:00","","scheduled","Vikings","128756","Dano Dream Team","130607","","","","15198|194|7|128756|130607|2026-09-12 19:00",""
"1.1","15198","194","8","2026-09-13 19:00","2026-09-13 19:00","","scheduled","AKS Volley Łódź","131002","Sprzeda Mecz","128663","","","","15198|194|8|131002|128663|2026-09-13 19:00",""
"1.1","15198","194","8","2026-09-13 19:00","2026-09-13 19:00","","scheduled","Dano Dream Team","130607","Najlepsi z Najlepszych","130520","","","","15198|194|8|130607|130520|2026-09-13 19:00",""
"1.1","15198","194","8","2026-09-13 19:00","2026-09-13 19:00","","scheduled","DHARMA Initiative","128577","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","","","","15198|194|8|128577|130911|2026-09-13 19:00",""
"1.1","15198","194","8","2026-09-13 19:00","2026-09-13 19:00","","scheduled","Dzikie Rumaxy","128638","Tsunami Rzeplin","128717","","","","15198|194|8|128638|128717|2026-09-13 19:00",""
"1.1","15198","194","8","2026-09-13 19:00","2026-09-13 19:00","","scheduled","Karasuno","128635","Bolek i lolek 🤙","128586","","","","15198|194|8|128635|128586|2026-09-13 19:00",""
"1.1","15198","194","8","2026-09-13 19:00","2026-09-13 19:00","","scheduled","Kuźnia Byków","130744","Vikings","128756","","","","15198|194|8|130744|128756|2026-09-13 19:00",""
"1.1","15198","194","8","2026-09-13 19:00","2026-09-13 19:00","","scheduled","Pilica Koniecpol","130885","RKS","128588","","","","15198|194|8|130885|128588|2026-09-13 19:00",""
"1.1","15198","194","8","2026-09-13 19:00","2026-09-13 19:00","","scheduled","VC Kittens","128580","Millennium Siemianowice","130955","","","","15198|194|8|128580|130955|2026-09-13 19:00",""
"1.1","15198","194","9","2026-09-15 19:00","2026-09-15 19:00","","scheduled","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","Dzikie Rumaxy","128638","","","","15198|194|9|130911|128638|2026-09-15 19:00",""
"1.1","15198","194","9","2026-09-15 19:00","2026-09-15 19:00","","scheduled","Bolek i lolek 🤙","128586","VC Kittens","128580","","","","15198|194|9|128586|128580|2026-09-15 19:00",""
"1.1","15198","194","9","2026-09-15 19:00","2026-09-15 19:00","","scheduled","Millennium Siemianowice","130955","Pilica Koniecpol","130885","","","","15198|194|9|130955|130885|2026-09-15 19:00",""
"1.1","15198","194","9","2026-09-15 19:00","2026-09-15 19:00","","scheduled","Najlepsi z Najlepszych","130520","Kuźnia Byków","130744","","","","15198|194|9|130520|130744|2026-09-15 19:00",""
"1.1","15198","194","9","2026-09-15 19:00","2026-09-15 19:00","","scheduled","RKS","128588","AKS Volley Łódź","131002","","","","15198|194|9|128588|131002|2026-09-15 19:00",""
"1.1","15198","194","9","2026-09-15 19:00","2026-09-15 19:00","","scheduled","Sprzeda Mecz","128663","DHARMA Initiative","128577","","","","15198|194|9|128663|128577|2026-09-15 19:00",""
"1.1","15198","194","9","2026-09-15 19:00","2026-09-15 19:00","","scheduled","Tsunami Rzeplin","128717","Dano Dream Team","130607","","","","15198|194|9|128717|130607|2026-09-15 19:00",""
"1.1","15198","194","9","2026-09-15 19:00","2026-09-15 19:00","","scheduled","Vikings","128756","Karasuno","128635","","","","15198|194|9|128756|128635|2026-09-15 19:00",""
"1.1","15198","194","10","2026-09-17 19:00","2026-09-17 19:00","","scheduled","AKS Volley Łódź","131002","Millennium Siemianowice","130955","","","","15198|194|10|131002|130955|2026-09-17 19:00",""
"1.1","15198","194","10","2026-09-17 19:00","2026-09-17 19:00","","scheduled","Bolek i lolek 🤙","128586","Vikings","128756","","","","15198|194|10|128586|128756|2026-09-17 19:00",""
"1.1","15198","194","10","2026-09-17 19:00","2026-09-17 19:00","","scheduled","Dano Dream Team","130607","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","","","","15198|194|10|130607|130911|2026-09-17 19:00",""
"1.1","15198","194","10","2026-09-17 19:00","2026-09-17 19:00","","scheduled","DHARMA Initiative","128577","RKS","128588","","","","15198|194|10|128577|128588|2026-09-17 19:00",""
"1.1","15198","194","10","2026-09-17 19:00","2026-09-17 19:00","","scheduled","Dzikie Rumaxy","128638","Sprzeda Mecz","128663","","","","15198|194|10|128638|128663|2026-09-17 19:00",""
"1.1","15198","194","10","2026-09-17 19:00","2026-09-17 19:00","","scheduled","Karasuno","128635","Najlepsi z Najlepszych","130520","","","","15198|194|10|128635|130520|2026-09-17 19:00",""
"1.1","15198","194","10","2026-09-17 19:00","2026-09-17 19:00","","scheduled","Kuźnia Byków","130744","Tsunami Rzeplin","128717","","","","15198|194|10|130744|128717|2026-09-17 19:00",""
"1.1","15198","194","10","2026-09-17 19:00","2026-09-17 19:00","","scheduled","VC Kittens","128580","Pilica Koniecpol","130885","","","","15198|194|10|128580|130885|2026-09-17 19:00",""
"1.1","15198","194","11","2026-09-19 19:00","2026-09-19 19:00","","scheduled","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","Kuźnia Byków","130744","","","","15198|194|11|130911|130744|2026-09-19 19:00",""
"1.1","15198","194","11","2026-09-19 19:00","2026-09-19 19:00","","scheduled","Millennium Siemianowice","130955","DHARMA Initiative","128577","","","","15198|194|11|130955|128577|2026-09-19 19:00",""
"1.1","15198","194","11","2026-09-19 19:00","2026-09-19 19:00","","scheduled","Najlepsi z Najlepszych","130520","Bolek i lolek 🤙","128586","","","","15198|194|11|130520|128586|2026-09-19 19:00",""
"1.1","15198","194","11","2026-09-19 19:00","2026-09-19 19:00","","scheduled","Pilica Koniecpol","130885","AKS Volley Łódź","131002","","","","15198|194|11|130885|131002|2026-09-19 19:00",""
"1.1","15198","194","11","2026-09-19 19:00","2026-09-19 19:00","","scheduled","RKS","128588","Dzikie Rumaxy","128638","","","","15198|194|11|128588|128638|2026-09-19 19:00",""
"1.1","15198","194","11","2026-09-19 19:00","2026-09-19 19:00","","scheduled","Sprzeda Mecz","128663","Dano Dream Team","130607","","","","15198|194|11|128663|130607|2026-09-19 19:00",""
"1.1","15198","194","11","2026-09-19 19:00","2026-09-19 19:00","","scheduled","Tsunami Rzeplin","128717","Karasuno","128635","","","","15198|194|11|128717|128635|2026-09-19 19:00",""
"1.1","15198","194","11","2026-09-19 19:00","2026-09-19 19:00","","scheduled","Vikings","128756","VC Kittens","128580","","","","15198|194|11|128756|128580|2026-09-19 19:00",""
"1.1","15198","194","12","2026-09-20 19:00","2026-09-20 19:00","","scheduled","Bolek i lolek 🤙","128586","Tsunami Rzeplin","128717","","","","15198|194|12|128586|128717|2026-09-20 19:00",""
"1.1","15198","194","12","2026-09-20 19:00","2026-09-20 19:00","","scheduled","Dano Dream Team","130607","RKS","128588","","","","15198|194|12|130607|128588|2026-09-20 19:00",""
"1.1","15198","194","12","2026-09-20 19:00","2026-09-20 19:00","","scheduled","DHARMA Initiative","128577","Pilica Koniecpol","130885","","","","15198|194|12|128577|130885|2026-09-20 19:00",""
"1.1","15198","194","12","2026-09-20 19:00","2026-09-20 19:00","","scheduled","Dzikie Rumaxy","128638","Millennium Siemianowice","130955","","","","15198|194|12|128638|130955|2026-09-20 19:00",""
"1.1","15198","194","12","2026-09-20 19:00","2026-09-20 19:00","","scheduled","Karasuno","128635","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","","","","15198|194|12|128635|130911|2026-09-20 19:00",""
"1.1","15198","194","12","2026-09-20 19:00","2026-09-20 19:00","","scheduled","Kuźnia Byków","130744","Sprzeda Mecz","128663","","","","15198|194|12|130744|128663|2026-09-20 19:00",""
"1.1","15198","194","12","2026-09-20 19:00","2026-09-20 19:00","","scheduled","VC Kittens","128580","AKS Volley Łódź","131002","","","","15198|194|12|128580|131002|2026-09-20 19:00",""
"1.1","15198","194","12","2026-09-20 19:00","2026-09-20 19:00","","scheduled","Vikings","128756","Najlepsi z Najlepszych","130520","","","","15198|194|12|128756|130520|2026-09-20 19:00",""
"1.1","15198","194","13","2026-09-22 19:00","2026-09-22 19:00","","scheduled","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","Bolek i lolek 🤙","128586","","","","15198|194|13|130911|128586|2026-09-22 19:00",""
"1.1","15198","194","13","2026-09-22 19:00","2026-09-22 19:00","","scheduled","AKS Volley Łódź","131002","DHARMA Initiative","128577","","","","15198|194|13|131002|128577|2026-09-22 19:00",""
"1.1","15198","194","13","2026-09-22 19:00","2026-09-22 19:00","","scheduled","Millennium Siemianowice","130955","Dano Dream Team","130607","","","","15198|194|13|130955|130607|2026-09-22 19:00",""
"1.1","15198","194","13","2026-09-22 19:00","2026-09-22 19:00","","scheduled","Najlepsi z Najlepszych","130520","VC Kittens","128580","","","","15198|194|13|130520|128580|2026-09-22 19:00",""
"1.1","15198","194","13","2026-09-22 19:00","2026-09-22 19:00","","scheduled","Pilica Koniecpol","130885","Dzikie Rumaxy","128638","","","","15198|194|13|130885|128638|2026-09-22 19:00",""
"1.1","15198","194","13","2026-09-22 19:00","2026-09-22 19:00","","scheduled","RKS","128588","Kuźnia Byków","130744","","","","15198|194|13|128588|130744|2026-09-22 19:00",""
"1.1","15198","194","13","2026-09-22 19:00","2026-09-22 19:00","","scheduled","Sprzeda Mecz","128663","Karasuno","128635","","","","15198|194|13|128663|128635|2026-09-22 19:00",""
"1.1","15198","194","13","2026-09-22 19:00","2026-09-22 19:00","","scheduled","Tsunami Rzeplin","128717","Vikings","128756","","","","15198|194|13|128717|128756|2026-09-22 19:00",""
"1.1","15198","194","14","2026-09-24 19:00","2026-09-24 19:00","","scheduled","Bolek i lolek 🤙","128586","Sprzeda Mecz","128663","","","","15198|194|14|128586|128663|2026-09-24 19:00",""
"1.1","15198","194","14","2026-09-24 19:00","2026-09-24 19:00","","scheduled","Dano Dream Team","130607","Pilica Koniecpol","130885","","","","15198|194|14|130607|130885|2026-09-24 19:00",""
"1.1","15198","194","14","2026-09-24 19:00","2026-09-24 19:00","","scheduled","Dzikie Rumaxy","128638","AKS Volley Łódź","131002","","","","15198|194|14|128638|131002|2026-09-24 19:00",""
"1.1","15198","194","14","2026-09-24 19:00","2026-09-24 19:00","","scheduled","Karasuno","128635","RKS","128588","","","","15198|194|14|128635|128588|2026-09-24 19:00",""
"1.1","15198","194","14","2026-09-24 19:00","2026-09-24 19:00","","scheduled","Kuźnia Byków","130744","Millennium Siemianowice","130955","","","","15198|194|14|130744|130955|2026-09-24 19:00",""
"1.1","15198","194","14","2026-09-24 19:00","2026-09-24 19:00","","scheduled","Najlepsi z Najlepszych","130520","Tsunami Rzeplin","128717","","","","15198|194|14|130520|128717|2026-09-24 19:00",""
"1.1","15198","194","14","2026-09-24 19:00","2026-09-24 19:00","","scheduled","VC Kittens","128580","DHARMA Initiative","128577","","","","15198|194|14|128580|128577|2026-09-24 19:00",""
"1.1","15198","194","14","2026-09-24 19:00","2026-09-24 19:00","","scheduled","Vikings","128756","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","","","","15198|194|14|128756|130911|2026-09-24 19:00",""
"1.1","15198","194","15","2026-09-26 19:00","2026-09-26 19:00","","scheduled","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","Najlepsi z Najlepszych","130520","","","","15198|194|15|130911|130520|2026-09-26 19:00",""
"1.1","15198","194","15","2026-09-26 19:00","2026-09-26 19:00","","scheduled","Dano Dream Team","130607","AKS Volley Łódź","131002","","","","15198|194|15|130607|131002|2026-09-26 19:00",""
"1.1","15198","194","15","2026-09-26 19:00","2026-09-26 19:00","","scheduled","DHARMA Initiative","128577","Dzikie Rumaxy","128638","","","","15198|194|15|128577|128638|2026-09-26 19:00",""
"1.1","15198","194","15","2026-09-26 19:00","2026-09-26 19:00","","scheduled","Millennium Siemianowice","130955","Karasuno","128635","","","","15198|194|15|130955|128635|2026-09-26 19:00",""
"1.1","15198","194","15","2026-09-26 19:00","2026-09-26 19:00","","scheduled","Pilica Koniecpol","130885","Kuźnia Byków","130744","","","","15198|194|15|130885|130744|2026-09-26 19:00",""
"1.1","15198","194","15","2026-09-26 19:00","2026-09-26 19:00","","scheduled","RKS","128588","Bolek i lolek 🤙","128586","","","","15198|194|15|128588|128586|2026-09-26 19:00",""
"1.1","15198","194","15","2026-09-26 19:00","2026-09-26 19:00","","scheduled","Sprzeda Mecz","128663","Vikings","128756","","","","15198|194|15|128663|128756|2026-09-26 19:00",""
"1.1","15198","194","15","2026-09-26 19:00","2026-09-26 19:00","","scheduled","Tsunami Rzeplin","128717","VC Kittens","128580","","","","15198|194|15|128717|128580|2026-09-26 19:00",""
"1.1","15198","194","16","2026-09-27 19:00","2026-09-27 19:00","","scheduled","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","Tsunami Rzeplin","128717","","","","15198|194|16|130911|128717|2026-09-27 19:00",""
"1.1","15198","194","16","2026-09-27 19:00","2026-09-27 19:00","","scheduled","AKS Volley Łódź","131002","Kuźnia Byków","130744","","","","15198|194|16|131002|130744|2026-09-27 19:00",""
"1.1","15198","194","16","2026-09-27 19:00","2026-09-27 19:00","","scheduled","Dano Dream Team","130607","DHARMA Initiative","128577","","","","15198|194|16|130607|128577|2026-09-27 19:00",""
"1.1","15198","194","16","2026-09-27 19:00","2026-09-27 19:00","","scheduled","Dzikie Rumaxy","128638","VC Kittens","128580","","","","15198|194|16|128638|128580|2026-09-27 19:00",""
"1.1","15198","194","16","2026-09-27 19:00","2026-09-27 19:00","","scheduled","Karasuno","128635","Pilica Koniecpol","130885","","","","15198|194|16|128635|130885|2026-09-27 19:00",""
"1.1","15198","194","16","2026-09-27 19:00","2026-09-27 19:00","","scheduled","Millennium Siemianowice","130955","Bolek i lolek 🤙","128586","","","","15198|194|16|130955|128586|2026-09-27 19:00",""
"1.1","15198","194","16","2026-09-27 19:00","2026-09-27 19:00","","scheduled","RKS","128588","Vikings","128756","","","","15198|194|16|128588|128756|2026-09-27 19:00",""
"1.1","15198","194","16","2026-09-27 19:00","2026-09-27 19:00","","scheduled","Sprzeda Mecz","128663","Najlepsi z Najlepszych","130520","","","","15198|194|16|128663|130520|2026-09-27 19:00",""
"1.1","15198","194","17","2026-09-29 19:00","2026-09-29 19:00","","scheduled","Bolek i lolek 🤙","128586","Pilica Koniecpol","130885","","","","15198|194|17|128586|130885|2026-09-29 19:00",""
"1.1","15198","194","17","2026-09-29 19:00","2026-09-29 19:00","","scheduled","Dzikie Rumaxy","128638","Dano Dream Team","130607","","","","15198|194|17|128638|130607|2026-09-29 19:00",""
"1.1","15198","194","17","2026-09-29 19:00","2026-09-29 19:00","","scheduled","Karasuno","128635","AKS Volley Łódź","131002","","","","15198|194|17|128635|131002|2026-09-29 19:00",""
"1.1","15198","194","17","2026-09-29 19:00","2026-09-29 19:00","","scheduled","Kuźnia Byków","130744","DHARMA Initiative","128577","","","","15198|194|17|130744|128577|2026-09-29 19:00",""
"1.1","15198","194","17","2026-09-29 19:00","2026-09-29 19:00","","scheduled","Najlepsi z Najlepszych","130520","RKS","128588","","","","15198|194|17|130520|128588|2026-09-29 19:00",""
"1.1","15198","194","17","2026-09-29 19:00","2026-09-29 19:00","","scheduled","Tsunami Rzeplin","128717","Sprzeda Mecz","128663","","","","15198|194|17|128717|128663|2026-09-29 19:00",""
"1.1","15198","194","17","2026-09-29 19:00","2026-09-29 19:00","","scheduled","VC Kittens","128580","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","","","","15198|194|17|128580|130911|2026-09-29 19:00",""
"1.1","15198","194","17","2026-09-29 19:00","2026-09-29 19:00","","scheduled","Vikings","128756","Millennium Siemianowice","130955","","","","15198|194|17|128756|130955|2026-09-29 19:00",""
"1.1","15198","194","18","2026-10-01 19:00","2026-10-01 19:00","","scheduled","AKS Volley Łódź","131002","Bolek i lolek 🤙","128586","","","","15198|194|18|131002|128586|2026-10-01 19:00",""
"1.1","15198","194","18","2026-10-01 19:00","2026-10-01 19:00","","scheduled","DHARMA Initiative","128577","Karasuno","128635","","","","15198|194|18|128577|128635|2026-10-01 19:00",""
"1.1","15198","194","18","2026-10-01 19:00","2026-10-01 19:00","","scheduled","Dzikie Rumaxy","128638","Kuźnia Byków","130744","","","","15198|194|18|128638|130744|2026-10-01 19:00",""
"1.1","15198","194","18","2026-10-01 19:00","2026-10-01 19:00","","scheduled","Millennium Siemianowice","130955","Najlepsi z Najlepszych","130520","","","","15198|194|18|130955|130520|2026-10-01 19:00",""
"1.1","15198","194","18","2026-10-01 19:00","2026-10-01 19:00","","scheduled","Pilica Koniecpol","130885","Vikings","128756","","","","15198|194|18|130885|128756|2026-10-01 19:00",""
"1.1","15198","194","18","2026-10-01 19:00","2026-10-01 19:00","","scheduled","RKS","128588","Tsunami Rzeplin","128717","","","","15198|194|18|128588|128717|2026-10-01 19:00",""
"1.1","15198","194","18","2026-10-01 19:00","2026-10-01 19:00","","scheduled","Sprzeda Mecz","128663","☣️ MY TU TEGO BAGNO 💩💩 🔝","130911","","","","15198|194|18|128663|130911|2026-10-01 19:00",""
